id,username,screen_name,location,url,description,followers,following,favorite_count,tweet_count,created_at,time_zone,geo_enabled,language,profile_image_url,default_profile,default_profile_image
577337789,Juliet Amy,JAmy208,"Idaho, USA",,"Unapologetic, Opinionated, Limited Govt. Capitalism, Guns & Personal Accountability #GodAndCountry #2A #PJNET #SOT #BlueLivesMatter💙 #stand4life 👣#MAGA #USA🇺🇸🇮🇱",65098,58115,121069,174573,2012-05-11 17:58:39,Pacific Time (US & Canada),False,en,http://pbs.twimg.com/profile_images/751978086380384256/k3XhIZ1o_normal.jpg,False,False
2265133784,JAREDO TX™,JaredoTexas,United States of Memerica,,THE EXTREME MEME TEAM HAS PIXEL PIMPED THE MAIN STREAM | Art Project Independent Journalist | Pundit At Large #MAGA #KAG 1A 2A,19801,15499,82653,106891,2013-12-28 00:55:10,Pacific Time (US & Canada),False,en,http://pbs.twimg.com/profile_images/932791095972507648/xbGZKeQk_normal.jpg,False,False
914914251512348673,Noah Talansky,NTalansky,New York City,,Conservative.  Big Supporter of President Trump. #MakeAmericaGreatAgain  🇺🇸    #ProLife #1stAmendment #2ndAmendment  Meteorologist  Scientist  🚫Porn🚫,3554,3581,9811,8246,2017-10-02 18:05:30,Pacific Time (US & Canada),False,en,http://pbs.twimg.com/profile_images/943674103663247361/ke4QxDEg_normal.jpg,True,False
917501529480765441,🇺🇸RespectTheAnthem🇺🇸,AnthemRespect,"California, USA",,#StandForTheAnthem #MAGA #TRUMP #RedNationRising #JamielShaw #KateSteinle #Military #StandWithIsrael Followed By @GenFlynn @DineshDSouza #AnthemTT45,27697,23047,30612,29998,2017-10-09 21:26:25,,False,en,http://pbs.twimg.com/profile_images/963390556490539009/IPuiK4u9_normal.jpg,True,False
707038576970637313,Marylou lozano,marylou_lozano,"New Mexico, USA",,,740,655,38417,32689,2016-03-08 03:01:47,,True,en,http://pbs.twimg.com/profile_images/819359164585701380/RvvyozcX_normal.jpg,True,False
3958240768,Thomas P Kennedy III,ThomasPKennedy3,Schenectady NY,https://t.co/AI3xX3Hi61,"Married 38yrs, Grandfather, Retired LEO Son Disabled USN Vet, Son a Deputy Sheriff Proud @NRA Member
#MAGA
Followed by: @KevinCorke @scaramucci @realomarnavarro",30195,30006,10583,25817,2015-10-14 18:34:56,,True,en,http://pbs.twimg.com/profile_images/939811707920310272/y-DV-3fL_normal.jpg,False,False
708496183187013632,Matt Ascanio,AscanioMatt,"San Diego, CA",,"Pro-Life Conservatarian; adamant, libtard-hating Republican; MBA Finance student  ILLEGITIMI NON CARBORVNDVM #MAGA",3360,3271,45738,38811,2016-03-12 03:33:48,Pacific Time (US & Canada),False,en,http://pbs.twimg.com/profile_images/713910575584165892/NzylbciN_normal.jpg,False,False
718030016043466753,Next Gen Earthlings,NxGenEarthlings,"New York, USA",,"Created to raise awareness: corrupt, incompetent, negligent leaders, officials, regimes #DrainTheSwamp #MAGA #Trump #BringDownTheRing #BuildTheWall",8136,8187,7103,32114,2016-04-07 10:57:51,Pacific Time (US & Canada),True,en,http://pbs.twimg.com/profile_images/820026263855394817/NkUpzkTQ_normal.jpg,True,False
709821204132143104,Bobby Darrell Watt,rutavala1,", USA",,"Happily Married, Retired, loves fishing & hunting, MEd .  I am proud of President Trump ! #MAGA #Fulfilled Christian #Conservative No Porn, No Date Site Here !!",4147,4120,33605,60341,2016-03-15 19:18:57,,False,en,http://pbs.twimg.com/profile_images/835122236210221058/7P-xlyvF_normal.jpg,False,False
4152518164,⚜️45MYCHOICE⚜️,vadpradub,"West Covina, CA",,#Conservative #Retweet&Follow #TrumpSupporter #VoteRepublicans #1A #2A #MAGA,16645,14489,22641,33696,2015-11-09 23:19:15,,True,en,http://pbs.twimg.com/profile_images/946945823169953794/d10f7Xgc_normal.jpg,True,False
4574322875,Elizabeth Judy,ElizabethJudy2,"South Carolina, USA",,"#U.S., #TRUMP, #MAGA, #NRA, #DOVet, #military ,#LEO. #SPURSUP, 
I #BLOCK BLANK ACCTS. OR LOCKED ACCTS. ANON IS NO EXCUSE, U CAN USE ANY PIC.   #NOTLOOKING4LOVE.",3682,3941,27584,23301,2015-12-23 03:24:03,,False,en,http://pbs.twimg.com/profile_images/723694020728360960/Jxf80e7l_normal.jpg,True,False
922397932741001216,Ingrid,Ingrid39678584,"Novi Sad, Republic of Serbia",,"The early bird gets the worm, the late bird the bullet. Liberals should calm down & deal with reality. 
#MAGA, #BOOTS, #Finance, #GOOFOOD",10096,9541,6,53792,2017-10-23 09:42:59,Pacific Time (US & Canada),False,en,http://pbs.twimg.com/profile_images/922399947122552832/jZl0FiS__normal.jpg,True,False
3379125117,Dee Wilkerson,DeloyWilkerson,"Florida, USA",,"Pro 2A
 #NRA
 #BuildTheWall

#KatesWall





Term Limits Are Needed! 
 MAGA! 
Lock Her Up!",12362,12387,2210,38305,2015-07-16 18:41:42,America/New_York,False,en,http://pbs.twimg.com/profile_images/919908748692516865/nEJo3YqY_normal.jpg,False,False
901817346041499648,Terry,govermentwaste,United States,,Gov Officials & Agencies Government & Politics NASCAR News Politics business owner. American#MAGA love my President,3268,4069,6677,10993,2017-08-27 14:43:05,,True,en,http://pbs.twimg.com/profile_images/952613984494084096/5Z3aJiKD_normal.jpg,True,False
713032252251308033,Covfefe Tammie,Tam9182,,,"#ObamaGate   #LISTS=BLOCK. Covfefe = In the end, we win. #MAGA #TRUMP2020 Not a Russian bot ! Followed by @GenFlynn",7580,6892,88208,32672,2016-03-24 15:58:31,,False,en,http://pbs.twimg.com/profile_images/950935304273145856/nlfM9TVC_normal.jpg,False,False
4826100799,KC,hall8_kc,,,,958,2096,25897,28267,2016-01-28 15:28:51,,False,en,http://pbs.twimg.com/profile_images/974390923206389760/duYzUzsr_normal.jpg,True,False
4142044582,Wake Up,Di00000000,,,"#1A #2A No Porn, I will block
#NoPC #Trump #legalizeItAlready
#CommonCoreSucks #MAGA",3549,4297,13267,27080,2015-11-08 13:38:16,,False,en,http://pbs.twimg.com/profile_images/881142242223718400/gUWYbZ7G_normal.jpg,True,False
27001391,Deplorable Coal Peep,wvufanagent99,"Tampa, FL #TCOT",https://t.co/xOBgadutwC,"WVU fan. Army wife (ret) Conservative. If U love your freedom, thank a Vet. #TrumpTrain #TrumpArmy #WomenForTrump #BuildTheWall #EnforceTheLaw #MAGA",20007,16037,100745,112806,2009-03-27 13:20:56,Eastern Time (US & Canada),False,en,http://pbs.twimg.com/profile_images/990518152/341ae0d6-819a-46a2-8954-a0f99600592a_normal.png,False,False
9376622,Terry Kinder,tkinder,"Jackson, MO",https://t.co/XANK5z5BIk,"Terry Kinder: #MAGA, #TRUMPTRAIN, #Monetti4Senate (https://t.co/iXQX7i1MtG), @Monetti4Senate, #Veteran, #CodeOfVets, #ReadyForMonetti, God knows who I am.",67293,33300,37524,138713,2007-10-11 12:45:13,Central Time (US & Canada),False,en,http://pbs.twimg.com/profile_images/529368733198721024/0ARNsFMF_normal.jpeg,False,False
881924831268134912,Carl III%er²,Roscoe_Notrub,United States,https://t.co/FZUhxRmkLM,"🇺🇸☆☆☆☆AMERICA FIRST☆☆☆☆🇺🇸☆☆Patriot☆☆III%'er☆☆6'8"" Metal Singer ☆☆#2A☆☆I Follow Back All #MAGA☆☆https://t.co/UfsluvtXpj☆☆GOT HAPPENINGS?",1939,2639,11277,11743,2017-07-03 17:17:19,Pacific Time (US & Canada),False,en,http://pbs.twimg.com/profile_images/908424333336371200/Kr3UIaLV_normal.jpg,False,False
758729592672653312,America is back!,nancylee2016,U.S.A.,,"Christian, Deplorable, Latina Woman, Reformed Democrat, Love Country, Military, Police. Proudly support Potus Trump.  I follow back all Trump Supporters. #MAGA",26085,26190,23241,49269,2016-07-28 18:23:26,,False,en,http://pbs.twimg.com/profile_images/860211757360463872/TWMl9HDt_normal.jpg,True,False
1844541786,ProudNavyVeteran,Joe_A_Mac,"Georgia, USA",,"Christian, Navy Veteran. Trump Supporter. #MAGA,Engineer. Love my family, love God, the South, my country and all it represents.",2520,2857,79948,75726,2013-09-09 11:50:04,,False,en,http://pbs.twimg.com/profile_images/901567462914875393/meuHs7s-_normal.jpg,True,False
954692067145539584,Art Fotopoulos,ArtAndrewMAGA,"Savannah, GA",,"#Hotel Consulting, restaurant consulting, #Conservative, single, please if you voted for Hillary Clinton, do Not contact me! #MAGA #PresidentTrumpSupporter!",2075,2464,2884,1827,2018-01-20 12:28:20,,False,en,http://pbs.twimg.com/profile_images/954700316972404736/0vG0FUn4_normal.jpg,True,False
4897039492,Marine Warrior John,JohnWUSMC,"Earth, USA, Maine ",,⚔ God ⚔JesusChrist ⚔ Christian ⚔️ 2nd Amendment ⚔️ #ProIsrael ⚔ BackThe Blue ⚔ #CCOT ⚔️ #ProLife ⚔️ ⚔️ #AmericaFirst ⚔️ USMC ⚔️ #MAGA ⚔️ 02-11-2016 Day 1,34855,33855,241727,277735,2016-02-11 05:21:43,,False,en,http://pbs.twimg.com/profile_images/971185252579332096/VMW8xhf7_normal.jpg,True,False
2534319429,ོ⋆ᴳᵃᶤᶰᵂᶤᵗʰᴬᶰᶰᶤᵉ⋆ᴬᶰᶰᶤᵉ,__AnnieMarie__,#TrapaDrive,,✫ #ANNIE✫ #MGWV ✫ #ADRY✫ ┊┊┊┊✩ ✦#GainWithAnnie ✦ ┊┊┊✩@AdryMMP ✧@arlenesg ┊┊✩#TeamParty ✧@Samuel_Party✧ ┊✩#Seguimeytesigo✧@CarbajalSebas ✩@DarleyR250✧@FerMejia66,142272,94378,161742,295533,2014-05-07 19:43:49,Buenos Aires,True,es,http://pbs.twimg.com/profile_images/955205090759053312/fwghm2us_normal.jpg,False,False
240272522,Jan🕊🍃 ツ#ᎷᎶᏔѴツ,kleinslag,🇾🇪 ,,🍃@malemalefica🍃@kleinslag🍃@ars_omnis🍃@JBART_PICS🍃@Berkhofc🍃@kleinslag1🍃#FounderBerkhofConsultancy🍃 #FounderBerkhofInnovationTechnology🍃⛔️NO DM⛔️🍃,226139,221926,70015,257612,2011-01-19 15:05:13,Amsterdam,False,nl,http://pbs.twimg.com/profile_images/973496309616467969/MPZWT0Fk_normal.jpg,False,False
711369647598141440,DrainTheSwamp 🇺🇸,Juginut,,,"💫Romans 11💫🇺🇸MAGA 🇺🇸- 🇮🇱- In Christ alone my hope is found.  He is my light, my strength, my song.  This Cornerstone, this solid ground and Comforter💫",13332,12979,22638,23889,2016-03-20 01:51:55,,False,en,http://pbs.twimg.com/profile_images/799304643213803520/sUhMM_St_normal.jpg,True,False
703701473855721472,If Trump calls I will answer,BCsknees,"Georgia, USA",,Americans Dream to! 🇺🇸#MAGA🇺🇸 #BuildTheWall https://t.co/tJmTLAmBej,3152,3083,24108,50374,2016-02-27 22:01:20,Eastern Time (US & Canada),False,en,http://pbs.twimg.com/profile_images/932038064221966336/qTQ5awz9_normal.jpg,False,False
912173086056710145,Darrell R Evans,DarrellREvans2,United States,,"JESUS 1st/Nam Vet/100%Trump/ ONE NATION UNDER GOD/
Military /NRA /U follow, I'll follow, Fighting for Disable Vets/GUNS DON'T KILL PEOPLE !! PEOPLE KILL PEOPLE",2017,2597,2990,11775,2017-09-25 04:33:05,,True,en,http://pbs.twimg.com/profile_images/920328394809548800/ZewUgYa-_normal.jpg,True,False
4757985865,Lana Kay,LanaKay11,,,Graduate of The Ohio State University☆God Bless America☆Support Our Troops & Veterans☆The People Have Spoken☆America First☆MAGA☆☆,4127,4871,31666,23526,2016-01-14 12:25:56,,True,en,http://pbs.twimg.com/profile_images/972829153669074944/YxIMoQmp_normal.jpg,True,False
719202585639460864,Tod Chappuis,tod1776,'Dont Tread on Me',https://t.co/Cr0vqjhl8s,101st AirAssault Vet NetworkAdmin  #Songwriter #Piano published: Ode to Blue Collar and Road's of Gold https://t.co/NADZQoNMhn #2A #MAGA #NRA #Winchester  🎹🚂🇺🇸,11004,11634,77260,103400,2016-04-10 16:37:13,Pacific Time (US & Canada),False,en,http://pbs.twimg.com/profile_images/948001885662924801/M-RjAmVj_normal.jpg,False,False
826258218150043648,"Mike ""Covfefe"" Texas",Sandfarmer007,"Texas, USA",,"✝️God 1st. Jesus  Lord & Savior!✝️Family 🇺🇸America🇺🇸 👨🏽‍🌾Texas👩🏽‍🌾~NRA Member~#Trump #MAGA #Deplorable  You name it🇺🇸~ 
🏆Blocked by Rachel Madcow🏆",2975,3177,39363,20289,2017-01-31 02:38:05,,False,en,http://pbs.twimg.com/profile_images/838930900712763392/guguDeUK_normal.jpg,False,False
2205074005,Carol Mariani,CarolMariani1,"westchester county, new york",,Trump is my president and I am very proud of that fact.,5923,6126,78784,82164,2013-11-20 15:09:29,,False,en,http://pbs.twimg.com/profile_images/880848533364101120/lM9WGBjF_normal.jpg,True,False
702705751664549890,Dj Giovanni ™ TRUMP'S ARMY,DjgiovanniNYC1,NYC,,"100% Trump Supporter / #PATRIOT

#CONSERVATIVE , THANK YOU TO ALL WHO PROTECT, SERVED AND DIED FOR THIS COUNTRY. GOD BLESS AMERICA !  #1A #2A #NRA🇺🇸🇮🇹",3290,3077,48442,24905,2016-02-25 04:04:41,Pacific Time (US & Canada),False,en,http://pbs.twimg.com/profile_images/969228750956253186/ZNhjxJ5x_normal.jpg,False,False
698562318351863809,Laney,TrumpLaney,United States,,❤Patriot❤ #MAGA  @gab.ai/Laney @KellyannePolls @SheriffClark @TreyGowdy @realDonaldTrump @SebGorka @JudicialWatch @SaraCarter @LouDobbs @cvpayne @seanhannity,21724,22906,46315,134328,2016-02-13 17:40:10,,False,en,http://pbs.twimg.com/profile_images/822951749333950467/c81tdCB__normal.jpg,True,False
717609056039514112,Anna Bacon,AnnaBD20,Outside the EU dictatorship,,"🦁#TrumpArmy💯🚂🇺🇸🇺🇸🇺🇸 #Bluelivesmatter #Veterans⚔️ΜΟΛΩΝ ΛABE⚔️ #MAGA #BREXIT❤️🇺🇸🇬🇧❤️🚫PC🚫NWO🚫
https://t.co/6QucJNLNgB",25028,24678,83136,92995,2016-04-06 07:05:06,Dublin,False,en,http://pbs.twimg.com/profile_images/781070275773403137/903AAmP5_normal.jpg,False,False
712387674204545024,americashawk,americashawk,USA,,"Never give up.
President Donald J. Trump
Commencement, Liberty University May 13, 2017

#pray4potus
#repealobamacare
#buildthewall
#draintheswamp
#maga",6142,6616,46943,30535,2016-03-22 21:17:11,Central Time (US & Canada),False,en,http://pbs.twimg.com/profile_images/712388939051458560/BESF1WCC_normal.jpg,True,False
716277987428044801,Kari Baxter Donovan,happit1776,"North Carolina, USA",https://t.co/LcH3XEKz0q,#SteveBannonFanGirl 🇺🇸💞#Populism101💌🔍#RulesForDeplorables 👾🎮#DeconstructSaulAlinsky 🎻🎭#AllYourBaseBelongtoUs #MAGA #GonzoJournalism🗽🎇,6449,6705,7672,20312,2016-04-02 14:55:54,,False,en,http://pbs.twimg.com/profile_images/947616123645825026/ovCh1Z6C_normal.jpg,False,False
718152202078949376,fyremedic1200,fyremedic1200,Everywhere,,"American MAGA infidel. Navy Vet. Cyclist. Recidivist inmate of twitter jail. Loves Dog, bacon & guns. Looking forward to Zombie Apocalypse. Yes I am a paramedic",7074,7755,27371,26200,2016-04-07 19:03:22,Central Time (US & Canada),False,en,http://pbs.twimg.com/profile_images/834440159248605184/V2tT775T_normal.jpg,True,False
715529949440909313,Robert,robertrobq,"Alabama, USA",,retired Plastering Contractor.Christian anxiously awaiting my Lord and our meeting in the air.Hard core Trump supporter! #MAGA #Conservative #Patriot,8127,7903,8341,30611,2016-03-31 13:23:28,Pacific Time (US & Canada),False,en,http://pbs.twimg.com/profile_images/798512804667867136/manIpBrG_normal.jpg,False,False
714040749126344704,❄️🚂Gwennavere🇺🇸💨,realGwennavere,TEXAS ⭐️ USA 🇺🇸,,🇺🇸#Independent🌹#Constitutionalist🦅@POTUS @realdonaldtrump 😁#MAGA ✝️#GodBlessUSA🙏🏽#AmericaFirst🇺🇸#2A🇺🇸#CodeOfVets🌟#NRA🇺🇸#KAG2020🚂#TrumpTrain #UnitedWeStand🇺🇸💨,8224,8163,23131,19365,2016-03-27 10:45:55,Central Time (US & Canada),False,en,http://pbs.twimg.com/profile_images/949237216575815680/4zMcYN9P_normal.jpg,False,False
789876171030732800,💖✟ 🕊ⓉⓔⓃ🕊 ✟💖,ModjajiTen,,,"Jesus is my Lord.✟ ~Eph 6.12 For we wrestle not against flesh and blood,✟ ,But against rulers of darkness of this world~ No Lists, I will Block.🗽 #GAB #Q",3113,4668,21653,57915,2016-10-22 17:08:49,Pacific Time (US & Canada),False,en,http://pbs.twimg.com/profile_images/973238749357260800/flat5Oiu_normal.jpg,False,False
188525525,GourmetItalian.com,ItalianGrocery,Youngstown OH,http://t.co/ntDwuQqsGj,Welcome to http://t.co/rrga1F7MX9 our goal is to provide the highest quality imported & domestic #italian #food delivered to your home or business. #USA #Canada,112631,98342,13047,189651,2010-09-08 23:11:17,Pacific Time (US & Canada),False,en,http://pbs.twimg.com/profile_images/455916683979259904/0pbK03HO_normal.jpeg,False,False
745681473416605696,Deplorable Claudia 🇺🇸,Claudia4Trump,"Pennsylvania, USA",,"#Trump
#MAGA 🇺🇸
#AmericaFirst
#TrumpTrain
Wife/Mother/Professional,
Animal lover  🐈   🐕
Highly Deplorable Trump Supporter.",45977,45349,105305,120478,2016-06-22 18:14:52,,True,en,http://pbs.twimg.com/profile_images/792475945915547649/zkILTNYH_normal.jpg,True,False
3346735799,T,TeresaC85469500,United States,,"Christian, conservative, Independent, retired Engineer, Virginia Tech Alum, Let's Go Hokies! INTJ. #MAGA I do Not respond to dm. No lists.",7430,7549,15514,87809,2015-06-26 17:36:16,,False,en,http://pbs.twimg.com/profile_images/764495737879203840/_Jsd4dLk_normal.jpg,True,False
3230694903,Gary Nelson,nelson51_gary,"Minnesota, USA",,married to my soulmate_USAF veteran_NRA Member _❤️of country_ #prolife #2A proudly followed by @cvpaine,5041,4775,47274,46767,2015-05-03 14:41:27,,True,en,http://pbs.twimg.com/profile_images/597498416097177600/FtI-FnKJ_normal.jpg,False,False
4921372709,ROBERT R CHANDLER,lastpatriotsusa,,,#KeepOnTrumping.  Proud #conservative for #Trump. #DemocratsAreNazis. #NoMoreLiberalBullshit. #AmericaFirst #MAGA #Constitution #RatShitFBI,19266,20312,5367,19562,2016-02-16 22:58:46,,False,en,http://pbs.twimg.com/profile_images/888373590860734465/5KCfvbxl_normal.jpg,True,False
4906749684,S.E.R.E,sere7579,"Clarkston, WA",,"Unite! MAGA, Vet, Post Grad, MSM are propagandists. The Deep State owns most of Congress. If they keep us fighting each other they win. Let the dominos fall...",8764,8592,20552,38327,2016-02-14 13:39:01,,True,en,http://pbs.twimg.com/profile_images/698865064422412288/UDjcXVgK_normal.jpg,True,False
4802984436,4th Branch,branch_4th,,,"|Army Veteran, Conservative, shared account|#MAGA #2A #VoteGOP #TrumpArmy #NRA #KeepAmericaGreat #JointheNRA",5527,5923,42659,39196,2016-01-23 13:38:13,,False,en,http://pbs.twimg.com/profile_images/947575240619675649/IB50ldnD_normal.jpg,True,False
4885405884,Susan Iverach,SusanIverach,"calgary, alberta",,"Hate Trudeau, love animals , #MAGA 🚂 SCHEER4PM, Christian, Prolife, QAnon",8184,7819,227500,237434,2016-02-10 00:42:34,,False,en,http://pbs.twimg.com/profile_images/892651603169300481/PbX72Ggl_normal.jpg,True,False
702933958913175553,Relevant Soul,soulrelevant2U,Texas,,🇺🇸🇨🇱Proud #Patriot. Helping #Trump #MAGA I love the United States of America. I follow back Trump supporters 🇺🇸 followed by @GenFlynn and @Scaramucci,16213,15698,28236,29023,2016-02-25 19:11:30,,False,en,http://pbs.twimg.com/profile_images/848191821624770562/iJreYwyY_normal.jpg,False,False
709857529229139968,Carol,csruss65,"New Port Richey, FL",,#MAGA America 1st.  Support Military & Vets. Confront liberal identity politics.,6546,6582,26096,27751,2016-03-15 21:43:18,Pacific Time (US & Canada),False,en,http://pbs.twimg.com/profile_images/770604570527629312/5LAXwz31_normal.jpg,True,False
4161793753,Pamela Kruse,PamelaKruse4,"Corruption, USA",,"#MAGA #GivePeaceaChance  Wife, Mother, Grandmother, Independent views that lean Right #1A, #2A #ProLife #DraintheSwamp 
#IStandWithTrump 
#GoCubsGo #DaBears",4643,4600,67097,25437,2015-11-07 22:40:25,,False,en,http://pbs.twimg.com/profile_images/915619518705291264/gxFgE36E_normal.jpg,True,False
4781576424,Donna Warren,honeybunchesof8,,,"DJT ALWAYS! DON'T FOLLOW IF NOT! I VET FOLLOWERS.IF U R LOCKED I BLOCK. NO LISTS  RA VET USA 1ST, MAGA/KAG",11292,11969,26330,64508,2016-01-19 06:06:22,Pacific Time (US & Canada),False,en,http://pbs.twimg.com/profile_images/689334656613810176/JriaboUq_normal.jpg,False,False
836064876254547969,Lizzo,CrowCove,"Under Acres of Mojave Sky, USA",,"Love God,Family,Life,USA,Patriots & POTUS45 #MAGA #Pray4POTUS #2ndA #NRA #America1st #Military #Vets #Leo #1stResp #QAnon #TheGreatAwakening #WeAreTheStorm",3017,3292,15560,15882,2017-02-27 04:06:14,,False,en,http://pbs.twimg.com/profile_images/846070549381988356/PmiYYVdi_normal.jpg,True,False
705499966433787904,🇺🇸 ALF 🇺🇸,TrumpSupport13,"Florida, USA",,Radical ⬅️ Democrats and the Fake News Media called me so many names I don’t know what to put in my Bio Not all my tweets & retweets are endorsements #MAGA 🇺🇸,15756,15446,84408,102821,2016-03-03 21:07:54,,True,en,http://pbs.twimg.com/profile_images/887954785865011205/xlkZJlrC_normal.jpg,True,False
